Epoca,Perdida_Entrenamiento,Perdida_Validacion
1,0.28431203961372375,0.1443323940038681
2,0.17164179682731628,0.12265385687351227
3,0.1459781378507614,0.12642115354537964
4,0.13354116678237915,0.11508876830339432
5,0.12773197889328003,0.11441300809383392
6,0.12051572650671005,0.11054501682519913
7,0.11320687085390091,0.10481233894824982
8,0.11486496031284332,0.10723306238651276
9,0.1018475666642189,0.09809623658657074
10,0.10332828760147095,0.10107678174972534
11,0.09876322746276855,0.10480495542287827
12,0.09962940961122513,0.09513506293296814
13,0.09554935246706009,0.09818235039710999
14,0.09151703119277954,0.09047988057136536
15,0.09189760684967041,0.09519024938344955
16,0.09189828485250473,0.09354113042354584
17,0.09123554825782776,0.09264680743217468
18,0.08532916009426117,0.08694399148225784
19,0.08761381357908249,0.08818290382623672
20,0.08448520302772522,0.0878201425075531
21,0.0806785598397255,0.08897266536951065
22,0.08072653412818909,0.08624204248189926
23,0.07912322878837585,0.0852641835808754
24,0.0803501158952713,0.08355972915887833
25,0.0780755952000618,0.09005781263113022
26,0.07470636814832687,0.09918735921382904
27,0.08016283065080643,0.09003915637731552
28,0.07353351265192032,0.07915595173835754
29,0.07198437303304672,0.08482611924409866
30,0.0718218982219696,0.08466199785470963
31,0.06953924894332886,0.07894818484783173
32,0.06773926317691803,0.08333691209554672
33,0.06777720153331757,0.07623019069433212
34,0.07107259333133698,0.08571619540452957
35,0.06748325377702713,0.07775851339101791
36,0.06740853190422058,0.08178306370973587
37,0.06518460065126419,0.07610820978879929
38,0.06455226242542267,0.08477963507175446
39,0.06648299098014832,0.0770660936832428
40,0.06477516144514084,0.07923837006092072
41,0.06539148092269897,0.07977760583162308
42,0.06377257406711578,0.08003973215818405
43,0.0628565326333046,0.07733506709337234
44,0.063792884349823,0.0892745703458786
45,0.06358463317155838,0.08202098309993744
46,0.06306999921798706,0.07794559001922607
47,0.06009138375520706,0.07424970716238022
48,0.06170905381441116,0.08409111946821213
49,0.06463950872421265,0.07871384918689728
50,0.06277084350585938,0.08190952241420746
